,CustomerID,MonetaryValue,Frequncy,LastInvoiceDate,Recency,Cluster,ClusterLabel,MonetaryValue Per 100 Pounds 
3958,17764.0,818.8199999999999,2,2011-05-12 16:11:00,210,3,Upsell Potential,8.1882
3959,17765.0,371.88,3,2011-07-04 12:41:00,157,3,Upsell Potential,3.7188
3960,17767.0,271.2,1,2011-11-24 14:42:00,14,1,Minimal Effort Group,2.7119999999999997
3961,17768.0,2273.1800000000003,3,2011-06-26 13:46:00,165,2,Loyal VIPs,22.731800000000003
3963,17770.0,1143.27,5,2011-05-25 12:34:00,197,2,Loyal VIPs,11.4327
3964,17771.0,245.33,2,2011-10-14 11:43:00,56,1,Minimal Effort Group,2.4533
3965,17772.0,182.77,2,2011-11-29 11:05:00,10,1,Minimal Effort Group,1.8277
3966,17774.0,1225.41,4,2011-09-04 12:49:00,95,2,Loyal VIPs,12.254100000000001
3967,17775.0,56.4,1,2011-03-30 10:50:00,254,0,Win-Back Campaign,0.564
3968,17777.0,665.86,3,2011-08-31 14:35:00,99,3,Upsell Potential,6.6586
3969,17779.0,658.57,3,2011-09-13 11:24:00,87,3,Upsell Potential,6.5857
3970,17781.0,188.02,2,2011-07-03 16:00:00,158,1,Minimal Effort Group,1.8802
3971,17783.0,283.47,2,2011-09-28 16:07:00,71,1,Minimal Effort Group,2.8347
3972,17785.0,131.94,1,2011-10-17 13:43:00,52,1,Minimal Effort Group,1.3194
3973,17786.0,278.74,2,2011-09-15 12:51:00,84,1,Minimal Effort Group,2.7874
3974,17787.0,1865.19,4,2011-07-10 11:24:00,152,2,Loyal VIPs,18.6519
3975,17788.0,1112.95,2,2011-09-27 10:09:00,73,3,Upsell Potential,11.1295
3976,17789.0,225.9,1,2011-03-03 13:14:00,280,0,Win-Back Campaign,2.259
3978,17791.0,106.1,1,2011-11-10 12:09:00,29,1,Minimal Effort Group,1.061
3979,17793.0,323.04,1,2011-11-14 14:24:00,24,1,Minimal Effort Group,3.2304000000000004
3980,17795.0,350.39,2,2011-06-13 12:36:00,178,0,Win-Back Campaign,3.5039
3981,17796.0,697.9,4,2010-12-05 12:23:00,368,0,Win-Back Campaign,6.979
3982,17797.0,780.43,3,2011-06-10 11:29:00,182,3,Upsell Potential,7.8043
3985,17802.0,1285.04,3,2011-09-18 14:56:00,81,3,Upsell Potential,12.8504
3986,17805.0,512.31,1,2011-09-27 11:49:00,73,1,Minimal Effort Group,5.123099999999999
3987,17806.0,546.04,1,2011-11-28 14:12:00,10,1,Minimal Effort Group,5.4604
3990,17812.0,732.16,4,2010-12-06 15:27:00,367,0,Win-Back Campaign,7.3216
3991,17813.0,1770.8799999999999,5,2011-09-29 15:57:00,70,2,Loyal VIPs,17.7088
3992,17816.0,36.56,4,2011-03-15 14:20:00,268,0,Win-Back Campaign,0.36560000000000004
3993,17817.0,387.68,3,2011-03-07 17:42:00,276,0,Win-Back Campaign,3.8768000000000002
3995,17824.0,298.4,1,2011-10-19 14:14:00,50,1,Minimal Effort Group,2.984
3996,17827.0,1995.46,5,2011-04-11 16:56:00,241,2,Loyal VIPs,19.9546
3997,17828.0,1165.09,4,2011-08-22 09:03:00,109,3,Upsell Potential,11.6509
3998,17829.0,889.24,1,2011-02-14 12:46:00,297,0,Win-Back Campaign,8.8924
3999,17830.0,398.7,3,2011-03-23 11:44:00,261,0,Win-Back Campaign,3.987
4000,17831.0,35.400000000000006,1,2011-11-06 15:09:00,32,1,Minimal Effort Group,0.35400000000000004
4001,17832.0,155.37,1,2011-10-21 11:43:00,49,1,Minimal Effort Group,1.5537
4002,17835.0,350.64,3,2011-12-07 11:48:00,2,1,Minimal Effort Group,3.5063999999999997
4003,17836.0,109.83,1,2011-10-23 16:13:00,46,1,Minimal Effort Group,1.0983
4006,17839.0,338.8,1,2011-10-28 17:27:00,41,1,Minimal Effort Group,3.388
4008,17843.0,197.73,1,2011-02-09 15:33:00,302,0,Win-Back Campaign,1.9772999999999998
4009,17844.0,51.559999999999995,1,2011-08-25 11:27:00,106,1,Minimal Effort Group,0.5156
4011,17849.0,605.8000000000001,4,2011-05-05 13:46:00,217,3,Upsell Potential,6.058000000000001
4013,17852.0,114.34,2,2011-11-28 12:36:00,10,1,Minimal Effort Group,1.1434
4014,17854.0,311.26,2,2011-06-07 16:21:00,184,0,Win-Back Campaign,3.1126
4015,17855.0,208.97,1,2010-12-02 09:44:00,372,0,Win-Back Campaign,2.0897
4016,17856.0,1418.03,4,2011-04-20 13:13:00,232,2,Loyal VIPs,14.180299999999999
4019,17859.0,148.21,1,2011-02-08 10:32:00,304,0,Win-Back Campaign,1.4821
4020,17860.0,252.8,1,2010-12-06 12:41:00,367,0,Win-Back Campaign,2.528
4022,17862.0,330.9,1,2011-01-20 12:23:00,322,0,Win-Back Campaign,3.3089999999999997
4024,17864.0,597.5,3,2011-09-11 13:39:00,88,3,Upsell Potential,5.975
4026,17866.0,329.65,1,2011-07-20 11:07:00,142,1,Minimal Effort Group,3.2965
4027,17867.0,1197.1000000000001,6,2011-07-19 12:42:00,142,2,Loyal VIPs,11.971000000000002
4028,17869.0,428.18,5,2011-08-24 16:16:00,106,3,Upsell Potential,4.2818000000000005
4030,17871.0,155.9,1,2011-05-19 11:32:00,204,0,Win-Back Campaign,1.5590000000000002
4031,17873.0,1729.7800000000002,5,2011-09-20 16:41:00,79,2,Loyal VIPs,17.297800000000002
4032,17874.0,683.46,6,2011-06-07 12:54:00,184,2,Loyal VIPs,6.8346
4033,17877.0,237.61,1,2011-06-22 13:00:00,169,1,Minimal Effort Group,2.3761
4034,17878.0,379.45,1,2011-10-27 11:24:00,43,1,Minimal Effort Group,3.7944999999999998
4035,17879.0,178.51999999999998,1,2011-06-19 12:36:00,172,0,Win-Back Campaign,1.7852
4036,17880.0,458.92,1,2010-12-10 10:21:00,364,0,Win-Back Campaign,4.5892
4037,17881.0,133.35000000000002,1,2011-02-08 17:16:00,303,0,Win-Back Campaign,1.3335000000000001
4038,17883.0,671.77,4,2011-09-14 13:37:00,85,3,Upsell Potential,6.7177
4039,17884.0,717.45,4,2011-02-01 11:08:00,311,0,Win-Back Campaign,7.1745
4040,17885.0,190.19,1,2011-11-27 14:40:00,11,1,Minimal Effort Group,1.9019
4041,17886.0,899.61,3,2011-05-13 10:22:00,210,3,Upsell Potential,8.9961
4042,17887.0,111.35,1,2011-08-02 17:29:00,128,1,Minimal Effort Group,1.1135
4044,17889.0,203.87,2,2011-05-11 16:26:00,211,0,Win-Back Campaign,2.0387
4045,17890.0,602.09,2,2010-12-13 15:12:00,360,0,Win-Back Campaign,6.0209
4046,17891.0,203.85999999999999,1,2011-06-30 20:08:00,161,1,Minimal Effort Group,2.0385999999999997
4047,17892.0,244.1,3,2011-07-07 12:56:00,154,3,Upsell Potential,2.441
4048,17893.0,112.25,1,2011-04-28 13:50:00,224,0,Win-Back Campaign,1.1225
4050,17895.0,98.0,1,2011-10-26 17:00:00,43,1,Minimal Effort Group,0.98
4051,17896.0,256.32,1,2011-11-16 13:59:00,22,1,Minimal Effort Group,2.5632
4052,17897.0,566.6,3,2011-06-20 11:23:00,172,3,Upsell Potential,5.666
4053,17898.0,152.06,2,2011-09-15 14:56:00,84,1,Minimal Effort Group,1.5206
4054,17899.0,155.8,1,2011-07-03 14:58:00,158,1,Minimal Effort Group,1.558
4055,17900.0,112.19999999999999,2,2011-06-02 14:38:00,189,0,Win-Back Campaign,1.1219999999999999
4056,17901.0,110.38,1,2011-11-10 17:29:00,28,1,Minimal Effort Group,1.1038
4057,17904.0,191.67,1,2011-11-18 12:57:00,20,1,Minimal Effort Group,1.9166999999999998
4058,17905.0,800.24,4,2011-09-29 17:33:00,70,3,Upsell Potential,8.0024
4059,17906.0,72.9,1,2011-04-06 17:25:00,246,0,Win-Back Campaign,0.7290000000000001
4060,17908.0,243.28,1,2010-12-01 11:45:00,373,0,Win-Back Campaign,2.4328
4061,17911.0,366.23,1,2011-11-30 14:52:00,8,1,Minimal Effort Group,3.6623
4062,17912.0,311.01,5,2011-02-02 14:25:00,309,0,Win-Back Campaign,3.1101
4063,17913.0,411.6,2,2010-12-19 11:35:00,355,0,Win-Back Campaign,4.1160000000000005
4064,17914.0,336.43,1,2011-12-06 11:58:00,3,1,Minimal Effort Group,3.3643
4065,17917.0,341.28,3,2011-03-28 16:37:00,255,0,Win-Back Campaign,3.4128
4066,17919.0,1304.04,1,2011-09-12 13:41:00,87,3,Upsell Potential,13.0404
4068,17921.0,826.52,4,2011-07-14 18:56:00,147,3,Upsell Potential,8.2652
4069,17923.0,207.50000000000003,1,2011-03-02 15:15:00,281,0,Win-Back Campaign,2.075
4071,17925.0,244.08,1,2010-12-02 10:10:00,372,0,Win-Back Campaign,2.4408000000000003
4072,17926.0,397.29,2,2011-07-29 14:39:00,132,1,Minimal Effort Group,3.9729
4073,17928.0,184.46,2,2011-04-07 18:03:00,245,0,Win-Back Campaign,1.8446
4074,17929.0,843.0,4,2011-08-19 08:57:00,112,3,Upsell Potential,8.43
4075,17930.0,1740.48,5,2011-09-29 12:11:00,71,2,Loyal VIPs,17.4048
4076,17931.0,408.36,2,2011-07-28 18:33:00,133,1,Minimal Effort Group,4.083600000000001
4077,17932.0,1331.57,3,2011-06-19 10:39:00,173,3,Upsell Potential,13.3157
4078,17934.0,704.25,2,2011-10-19 11:16:00,51,1,Minimal Effort Group,7.0425
4079,17935.0,142.89,2,2011-07-24 13:18:00,137,1,Minimal Effort Group,1.4288999999999998
4080,17936.0,389.84,1,2011-12-04 13:32:00,4,1,Minimal Effort Group,3.8983999999999996
4082,17939.0,99.14,1,2011-07-03 12:27:00,158,1,Minimal Effort Group,0.9914000000000001
4084,17941.0,304.56,1,2011-08-01 08:30:00,130,1,Minimal Effort Group,3.0456
4085,17942.0,77.50000000000001,1,2011-12-02 10:45:00,7,1,Minimal Effort Group,0.7750000000000001
4086,17946.0,149.57999999999998,2,2011-04-20 17:00:00,232,0,Win-Back Campaign,1.4957999999999998
4087,17947.0,176.68,1,2011-11-02 13:05:00,36,1,Minimal Effort Group,1.7668000000000001
4088,17948.0,358.56000000000006,1,2011-07-15 12:58:00,146,1,Minimal Effort Group,3.585600000000001
4090,17950.0,482.2,3,2011-09-28 15:18:00,71,3,Upsell Potential,4.822
4091,17951.0,1008.5400000000001,3,2010-12-16 12:55:00,357,0,Win-Back Campaign,10.0854
4093,17955.0,557.3,4,2011-05-05 12:40:00,217,3,Upsell Potential,5.5729999999999995
4094,17956.0,12.75,1,2011-04-04 13:47:00,248,0,Win-Back Campaign,0.1275
4095,17957.0,110.72,1,2011-10-04 14:58:00,65,1,Minimal Effort Group,1.1072
4096,17958.0,508.4599999999999,1,2011-08-15 12:19:00,115,1,Minimal Effort Group,5.084599999999999
4097,17960.0,73.78,1,2011-06-21 14:15:00,170,1,Minimal Effort Group,0.7378
4099,17962.0,102.83,1,2011-07-20 14:16:00,141,1,Minimal Effort Group,1.0283
4100,17964.0,471.7,2,2010-12-02 13:32:00,371,0,Win-Back Campaign,4.717
4102,17966.0,1098.43,5,2011-07-11 15:28:00,150,2,Loyal VIPs,10.984300000000001
4103,17967.0,123.07,1,2010-12-03 11:19:00,371,0,Win-Back Campaign,1.2307
4104,17968.0,277.35,1,2010-12-01 12:23:00,372,0,Win-Back Campaign,2.7735000000000003
4105,17969.0,228.2,2,2011-06-26 13:00:00,165,1,Minimal Effort Group,2.282
4106,17970.0,582.59,1,2011-05-12 20:03:00,210,0,Win-Back Campaign,5.825900000000001
4107,17972.0,136.04,1,2011-04-12 12:16:00,241,0,Win-Back Campaign,1.3603999999999998
4108,17973.0,337.04,1,2011-10-19 10:34:00,51,1,Minimal Effort Group,3.3704
4109,17974.0,740.79,3,2011-05-04 11:50:00,219,3,Upsell Potential,7.4079
4111,17976.0,353.19,1,2010-12-02 13:49:00,371,0,Win-Back Campaign,3.5319
4112,17977.0,288.14,1,2011-11-10 13:28:00,28,1,Minimal Effort Group,2.8813999999999997
4113,17978.0,300.91999999999996,1,2010-12-09 14:05:00,364,0,Win-Back Campaign,3.0091999999999994
4114,17979.0,754.31,4,2011-06-24 10:44:00,168,3,Upsell Potential,7.543099999999999
4115,17980.0,811.45,3,2011-06-27 12:01:00,165,3,Upsell Potential,8.1145
4116,17984.0,152.68,1,2011-07-17 15:59:00,144,1,Minimal Effort Group,1.5268000000000002
4117,17985.0,634.95,1,2011-11-17 14:24:00,21,1,Minimal Effort Group,6.349500000000001
4118,17986.0,20.8,1,2011-10-14 14:22:00,55,1,Minimal Effort Group,0.20800000000000002
4119,17987.0,198.57,1,2011-06-07 14:22:00,184,0,Win-Back Campaign,1.9857
4120,17988.0,201.12,7,2011-08-14 15:56:00,116,3,Upsell Potential,2.0112
4121,17990.0,630.84,3,2011-04-17 11:44:00,236,0,Win-Back Campaign,6.308400000000001
4122,17991.0,93.35,2,2011-04-28 15:58:00,224,0,Win-Back Campaign,0.9335
4123,17994.0,678.49,4,2011-08-10 11:41:00,121,3,Upsell Potential,6.7849
4124,17995.0,76.1,1,2011-03-03 12:30:00,280,0,Win-Back Campaign,0.7609999999999999
4126,17999.0,382.06,2,2010-12-08 15:17:00,365,0,Win-Back Campaign,3.8206
4127,18001.0,417.23,2,2011-09-14 11:21:00,86,1,Minimal Effort Group,4.1723
4128,18004.0,169.47,1,2010-12-12 13:47:00,361,0,Win-Back Campaign,1.6947
4129,18005.0,249.72,2,2011-12-06 11:51:00,3,1,Minimal Effort Group,2.4972
4130,18006.0,444.68,1,2011-11-16 16:52:00,22,1,Minimal Effort Group,4.4468
4132,18009.0,257.34,1,2011-04-18 13:36:00,234,0,Win-Back Campaign,2.5734
4133,18010.0,174.8,1,2011-03-28 12:27:00,255,0,Win-Back Campaign,1.7480000000000002
4134,18011.0,102.78999999999999,1,2010-12-01 17:35:00,372,0,Win-Back Campaign,1.0278999999999998
4135,18013.0,187.29,2,2011-07-07 14:11:00,154,1,Minimal Effort Group,1.8729
4136,18014.0,158.47,1,2011-11-11 15:28:00,27,1,Minimal Effort Group,1.5847
4137,18015.0,120.03,1,2011-12-05 14:49:00,3,1,Minimal Effort Group,1.2003
4138,18016.0,1483.56,5,2011-09-26 14:06:00,73,2,Loyal VIPs,14.8356
4139,18017.0,523.0,3,2011-09-19 16:15:00,80,3,Upsell Potential,5.23
4140,18018.0,122.14,2,2011-08-23 17:37:00,107,1,Minimal Effort Group,1.2214
4141,18019.0,38.45,1,2011-10-19 12:10:00,51,1,Minimal Effort Group,0.3845
4142,18022.0,668.11,1,2011-11-04 12:45:00,34,1,Minimal Effort Group,6.6811
4143,18024.0,389.78,2,2011-07-10 12:40:00,151,1,Minimal Effort Group,3.8977999999999997
4144,18027.0,115.31,1,2011-09-02 10:38:00,98,1,Minimal Effort Group,1.1531
4145,18030.0,230.64999999999998,2,2011-12-05 16:37:00,3,1,Minimal Effort Group,2.3064999999999998
4146,18032.0,73.5,1,2011-01-09 15:32:00,333,0,Win-Back Campaign,0.735
4147,18033.0,97.97,1,2011-10-05 17:28:00,64,1,Minimal Effort Group,0.9797
4148,18034.0,422.88,2,2011-11-18 12:22:00,20,1,Minimal Effort Group,4.2288
4149,18035.0,730.4,3,2011-11-04 12:39:00,34,3,Upsell Potential,7.303999999999999
4150,18036.0,405.62,3,2011-08-26 12:55:00,104,3,Upsell Potential,4.0562000000000005
4151,18037.0,70.02,6,2011-07-08 13:39:00,153,3,Upsell Potential,0.7001999999999999
4152,18040.0,357.20000000000005,2,2011-04-08 08:27:00,245,0,Win-Back Campaign,3.5720000000000005
4154,18042.0,165.04999999999998,1,2011-10-17 11:49:00,53,1,Minimal Effort Group,1.6504999999999999
4155,18043.0,559.51,3,2011-05-17 12:40:00,205,3,Upsell Potential,5.5950999999999995
4157,18045.0,189.4,1,2011-10-25 13:07:00,44,1,Minimal Effort Group,1.8940000000000001
4158,18048.0,172.29000000000002,2,2011-05-20 14:58:00,202,0,Win-Back Campaign,1.7229
4159,18050.0,74.4,1,2010-12-15 14:25:00,358,0,Win-Back Campaign,0.7440000000000001
4160,18053.0,300.02,1,2011-09-30 09:05:00,70,1,Minimal Effort Group,3.0002
4162,18056.0,363.65,1,2011-02-24 14:27:00,287,0,Win-Back Campaign,3.6365
4163,18058.0,170.16,1,2011-11-30 08:38:00,9,1,Minimal Effort Group,1.7016
4164,18059.0,306.46,3,2011-11-16 16:49:00,22,1,Minimal Effort Group,3.0646
4166,18062.0,720.52,3,2011-06-19 14:47:00,172,3,Upsell Potential,7.2052
4167,18064.0,814.0,2,2011-07-29 16:39:00,132,3,Upsell Potential,8.14
4169,18066.0,318.0,1,2011-09-25 15:30:00,74,1,Minimal Effort Group,3.18
4170,18067.0,396.33,1,2011-10-30 15:58:00,39,1,Minimal Effort Group,3.9633
4171,18068.0,101.69999999999999,1,2011-02-23 14:50:00,288,0,Win-Back Campaign,1.017
4172,18069.0,2036.67,5,2011-09-12 16:14:00,87,2,Loyal VIPs,20.3667
4173,18071.0,453.0,2,2011-03-27 11:59:00,257,0,Win-Back Campaign,4.53
4174,18072.0,247.44,1,2011-06-07 10:44:00,185,0,Win-Back Campaign,2.4744
4176,18074.0,489.6,1,2010-12-01 09:53:00,373,0,Win-Back Campaign,4.896
4179,18078.0,336.13,2,2011-05-06 14:32:00,216,0,Win-Back Campaign,3.3613
4181,18080.0,1231.5,2,2011-04-11 10:10:00,242,3,Upsell Potential,12.315
4182,18081.0,343.45,3,2011-08-19 12:23:00,111,3,Upsell Potential,3.4345
4183,18082.0,703.37,1,2011-11-14 12:45:00,24,1,Minimal Effort Group,7.0337
4184,18084.0,90.47999999999999,1,2011-11-23 13:57:00,15,1,Minimal Effort Group,0.9047999999999999
4185,18085.0,689.95,2,2010-12-01 12:08:00,373,0,Win-Back Campaign,6.899500000000001
4186,18086.0,101.34,1,2011-03-10 13:34:00,273,0,Win-Back Campaign,1.0134
4188,18088.0,167.67000000000002,1,2011-10-09 13:41:00,60,1,Minimal Effort Group,1.6767
4190,18093.0,2106.52,4,2011-09-07 15:43:00,92,2,Loyal VIPs,21.0652
4192,18095.0,580.0500000000001,2,2011-01-31 12:50:00,311,0,Win-Back Campaign,5.8005
4193,18096.0,911.15,3,2011-11-28 12:44:00,10,3,Upsell Potential,9.1115
4195,18099.0,168.31,1,2011-08-04 15:52:00,126,1,Minimal Effort Group,1.6831
4196,18101.0,223.65,2,2011-07-19 13:05:00,142,1,Minimal Effort Group,2.2365
4198,18104.0,754.64,1,2011-11-02 14:07:00,36,1,Minimal Effort Group,7.5464
4199,18105.0,113.48000000000002,1,2011-11-02 12:04:00,37,1,Minimal Effort Group,1.1348000000000003
4200,18106.0,430.7,1,2011-01-14 12:23:00,328,0,Win-Back Campaign,4.3069999999999995
4201,18108.0,271.0,1,2011-03-30 13:56:00,253,0,Win-Back Campaign,2.71
4203,18110.0,236.3,1,2011-11-20 12:34:00,18,1,Minimal Effort Group,2.363
4204,18112.0,352.69,2,2011-06-26 13:56:00,165,1,Minimal Effort Group,3.5269
4205,18113.0,76.32000000000001,1,2010-12-06 12:31:00,367,0,Win-Back Campaign,0.7632000000000001
4206,18114.0,220.1,1,2011-02-22 13:20:00,289,0,Win-Back Campaign,2.201
4208,18117.0,319.47,1,2011-11-14 12:47:00,24,1,Minimal Effort Group,3.1947
4210,18119.0,181.12,1,2010-12-07 11:59:00,367,0,Win-Back Campaign,1.8112000000000001
4211,18120.0,111.15,1,2011-05-09 13:45:00,213,0,Win-Back Campaign,1.1115000000000002
4212,18121.0,673.1,2,2011-07-08 12:14:00,154,3,Upsell Potential,6.731
4213,18122.0,1824.99,6,2011-09-16 12:34:00,83,2,Loyal VIPs,18.2499
4214,18123.0,589.4399999999999,2,2011-11-08 13:31:00,30,1,Minimal Effort Group,5.894399999999999
4215,18125.0,1142.99,4,2011-05-22 11:51:00,201,3,Upsell Potential,11.4299
4216,18126.0,204.49,1,2011-10-10 12:19:00,59,1,Minimal Effort Group,2.0449
4217,18127.0,348.73,3,2011-07-29 10:06:00,133,3,Upsell Potential,3.4873000000000003
4218,18129.0,112.55000000000001,1,2011-04-10 14:16:00,242,0,Win-Back Campaign,1.1255000000000002
4219,18130.0,1059.39,3,2011-11-24 14:40:00,14,3,Upsell Potential,10.593900000000001
4220,18133.0,931.4999999999999,1,2011-05-11 14:14:00,211,0,Win-Back Campaign,9.315
4221,18135.0,681.9100000000001,5,2011-09-20 14:08:00,79,3,Upsell Potential,6.819100000000001
4222,18136.0,784.33,3,2011-05-12 11:59:00,211,3,Upsell Potential,7.8433
4223,18138.0,152.65,1,2011-02-17 14:51:00,294,0,Win-Back Campaign,1.5265
4225,18142.0,1019.52,2,2011-07-05 13:19:00,156,3,Upsell Potential,10.1952
4226,18143.0,1000.16,2,2011-08-15 12:07:00,116,3,Upsell Potential,10.0016
4229,18146.0,160.35000000000002,2,2011-07-22 12:08:00,140,1,Minimal Effort Group,1.6035000000000001
4230,18147.0,179.33999999999997,2,2011-08-23 12:22:00,107,1,Minimal Effort Group,1.7933999999999997
4231,18149.0,612.0799999999999,3,2011-05-08 12:48:00,214,3,Upsell Potential,6.120799999999999
4232,18150.0,566.58,3,2011-07-22 15:43:00,139,3,Upsell Potential,5.665800000000001
4233,18151.0,653.35,2,2011-07-28 11:35:00,134,3,Upsell Potential,6.5335
4234,18154.0,399.19,2,2011-12-06 16:41:00,2,1,Minimal Effort Group,3.9919
4235,18155.0,371.62,3,2011-09-25 13:32:00,74,3,Upsell Potential,3.7162
4236,18156.0,734.94,2,2010-12-05 12:29:00,368,0,Win-Back Campaign,7.3494
4237,18158.0,453.4,2,2011-09-12 09:03:00,88,1,Minimal Effort Group,4.534
4238,18159.0,530.15,1,2011-02-11 14:26:00,300,0,Win-Back Campaign,5.3015
4239,18160.0,638.0600000000001,2,2011-05-23 13:41:00,199,0,Win-Back Campaign,6.3806
4240,18161.0,1618.69,5,2011-07-22 13:31:00,139,2,Loyal VIPs,16.1869
4241,18164.0,399.65000000000003,1,2011-11-02 12:56:00,36,1,Minimal Effort Group,3.9965
4242,18165.0,302.46000000000004,1,2011-06-15 13:23:00,176,0,Win-Back Campaign,3.0246000000000004
4243,18167.0,1384.8600000000001,3,2011-08-26 11:40:00,105,3,Upsell Potential,13.848600000000001
4244,18168.0,1169.94,6,2011-06-16 19:21:00,175,2,Loyal VIPs,11.6994
4245,18169.0,202.65,1,2011-10-10 12:18:00,59,1,Minimal Effort Group,2.0265
4246,18170.0,980.31,3,2011-08-19 16:04:00,111,3,Upsell Potential,9.803099999999999
4247,18171.0,1231.31,5,2011-09-01 16:30:00,98,2,Loyal VIPs,12.313099999999999
4249,18173.0,2106.84,4,2011-09-14 11:26:00,86,2,Loyal VIPs,21.0684
4250,18174.0,104.0,1,2011-12-02 16:56:00,6,1,Minimal Effort Group,1.04
4251,18176.0,476.35,1,2010-12-16 15:45:00,357,0,Win-Back Campaign,4.7635000000000005
4252,18177.0,1341.42,6,2011-07-05 10:23:00,157,2,Loyal VIPs,13.414200000000001
4253,18178.0,1590.81,4,2011-08-03 09:30:00,128,2,Loyal VIPs,15.9081
4254,18179.0,1793.17,6,2011-04-01 13:21:00,251,2,Loyal VIPs,17.9317
4255,18180.0,1843.75,6,2011-09-20 10:21:00,80,2,Loyal VIPs,18.4375
4256,18181.0,382.8,1,2011-11-15 15:08:00,23,1,Minimal Effort Group,3.8280000000000003
4257,18183.0,632.07,2,2011-04-26 15:26:00,226,0,Win-Back Campaign,6.3207
4258,18184.0,49.8,1,2011-11-24 15:28:00,14,1,Minimal Effort Group,0.498
4259,18185.0,304.25,1,2011-04-04 13:42:00,248,0,Win-Back Campaign,3.0425
4260,18188.0,2001.04,3,2011-09-23 12:58:00,76,2,Loyal VIPs,20.0104
4261,18189.0,1090.24,2,2011-09-23 12:40:00,76,3,Upsell Potential,10.9024
4262,18190.0,284.46000000000004,2,2011-05-31 14:48:00,191,0,Win-Back Campaign,2.8446000000000002
4263,18191.0,207.79999999999998,1,2011-03-23 12:08:00,261,0,Win-Back Campaign,2.078
4264,18192.0,957.97,1,2011-09-29 09:53:00,71,1,Minimal Effort Group,9.5797
4265,18193.0,243.76,1,2011-06-27 13:58:00,164,1,Minimal Effort Group,2.4375999999999998
4266,18194.0,973.8399999999999,1,2011-09-18 13:29:00,81,1,Minimal Effort Group,9.738399999999999
4267,18196.0,689.13,2,2011-09-05 16:22:00,94,3,Upsell Potential,6.8913
4269,18200.0,163.8,1,2011-08-25 18:45:00,105,1,Minimal Effort Group,1.6380000000000001
4270,18202.0,1396.99,3,2011-05-24 12:12:00,199,3,Upsell Potential,13.9699
4271,18203.0,160.42000000000002,1,2011-07-05 13:07:00,156,1,Minimal Effort Group,1.6042
4272,18204.0,1993.7,3,2011-09-29 16:44:00,70,2,Loyal VIPs,19.937
4273,18205.0,517.36,2,2011-09-26 12:02:00,74,1,Minimal Effort Group,5.1736
4274,18209.0,139.10000000000002,1,2011-11-11 12:07:00,28,1,Minimal Effort Group,1.3910000000000002
4276,18211.0,600.07,5,2011-09-15 08:27:00,85,3,Upsell Potential,6.0007
4277,18212.0,248.42,1,2011-01-17 16:14:00,325,0,Win-Back Campaign,2.4842
4278,18213.0,232.48000000000002,1,2011-04-17 10:21:00,236,0,Win-Back Campaign,2.3248
4279,18215.0,299.34000000000003,1,2011-09-11 16:05:00,88,1,Minimal Effort Group,2.9934000000000003
4280,18216.0,481.75,1,2011-11-08 16:55:00,30,1,Minimal Effort Group,4.8175
4281,18217.0,621.75,2,2011-09-30 10:44:00,70,1,Minimal Effort Group,6.2175
4282,18218.0,662.08,2,2011-05-12 12:53:00,210,0,Win-Back Campaign,6.6208
4284,18220.0,305.28000000000003,1,2011-04-27 09:03:00,226,0,Win-Back Campaign,3.0528000000000004
4285,18221.0,1041.61,5,2011-08-16 10:50:00,115,2,Loyal VIPs,10.416099999999998
4286,18222.0,443.0,1,2011-09-08 10:45:00,92,1,Minimal Effort Group,4.43
4288,18224.0,158.95000000000002,1,2011-03-21 10:30:00,263,0,Win-Back Campaign,1.5895000000000001
4291,18227.0,93.75,1,2011-05-06 12:23:00,216,0,Win-Back Campaign,0.9375
4292,18228.0,779.9,2,2011-09-21 10:48:00,79,3,Upsell Potential,7.7989999999999995
4295,18231.0,2083.27,5,2011-05-31 14:18:00,191,2,Loyal VIPs,20.8327
4296,18232.0,592.97,4,2011-09-19 11:49:00,81,3,Upsell Potential,5.9297
4297,18233.0,440.0,1,2011-01-18 08:44:00,325,0,Win-Back Campaign,4.4
4298,18235.0,1796.48,3,2011-09-29 08:27:00,71,2,Loyal VIPs,17.9648
4299,18236.0,882.24,6,2011-09-21 09:22:00,79,2,Loyal VIPs,8.8224
4300,18237.0,987.1,5,2011-09-09 12:36:00,90,2,Loyal VIPs,9.871
4301,18239.0,1561.6100000000001,5,2011-05-05 12:38:00,217,2,Loyal VIPs,15.616100000000001
4302,18240.0,422.58,1,2011-10-24 13:06:00,45,1,Minimal Effort Group,4.2258
4304,18242.0,2232.4900000000002,4,2011-09-28 13:43:00,71,2,Loyal VIPs,22.324900000000003
4306,18246.0,596.1,2,2011-04-20 13:55:00,232,0,Win-Back Campaign,5.961
4307,18248.0,804.02,2,2011-08-09 10:19:00,122,3,Upsell Potential,8.0402
4308,18249.0,95.34,1,2011-11-22 15:07:00,16,1,Minimal Effort Group,0.9534
4309,18250.0,349.27,1,2011-02-02 13:16:00,309,0,Win-Back Campaign,3.4926999999999997
4311,18252.0,526.67,2,2011-06-21 11:47:00,171,3,Upsell Potential,5.266699999999999
4312,18255.0,103.3,1,2011-09-11 13:16:00,88,1,Minimal Effort Group,1.033
4316,18261.0,324.24,2,2011-09-05 09:34:00,95,1,Minimal Effort Group,3.2424
